business_size,business_stage,industry,revenue_trend,marketing_spend_pct,acquisition_trend,pricing_strategy,capacity_utilisation,workforce_size,attrition_rate_bucket,skill_gap_level,salary_competitiveness,workload_level,risk_tolerance,budget_flexibility,hiring_feasibility,planned_marketing_change,planned_retention_invest,hiring_plan,growth_target_hit,high_attrition_risk,expected_attrition_cost
51-200,Scaling,Other,Growing_slowly,5-10,Stable,Market-average,Optimal,108,5-10,Fully covered,Below market,High,Medium,Moderate,Moderate,0,+5,Replace only,0,1,67608.44
1-10,Growth,Services,Growing_slowly,<5,Increasing,Market-average,Under-utilised,7,5-10,Some skill gaps,Below market,Sustainable,Low,Moderate,Difficult,+20,+10,Replace only,1,1,3592.59
11-50,Mature,Tech,Growing_slowly,>20,Increasing,Premium,Optimal,28,>20,Some skill gaps,Market-aligned,High,Low,Flexible,Difficult,+5,+10,Net new hires,1,1,23590.49
200+,Growth,Services,Flat,5-10,Stable,Market-average,Under-utilised,512,5-10,Fully covered,Above market,High,Low,Moderate,Moderate,+5,0,Replace only,1,1,228986.86
1-10,Growth,Tech,Growing_fast,10-20,Stable,Market-average,Optimal,7,5-10,Some skill gaps,Market-aligned,Sustainable,Medium,Very limited,Moderate,-10,0,Net new hires,0,0,3496.88
11-50,Mature,Services,Flat,<5,Declining,Market-average,Optimal,28,10-20,Fully covered,Market-aligned,Unsustainable,Low,Flexible,Moderate,+5,+3,Freeze,0,0,21394.16
11-50,Scaling,Services,Growing_fast,<5,Increasing,Premium,Over-stretched,30,5-10,Fully covered,Market-aligned,Sustainable,Medium,Moderate,Difficult,+10,0,Freeze,1,0,12570.96
11-50,Mature,Services,Declining,10-20,Declining,Premium,Optimal,30,10-20,Significant gaps,Below market,Sustainable,Medium,Moderate,Moderate,+5,0,Net new hires,1,1,21448.92
11-50,Early-stage,Finance,Growing_fast,10-20,Increasing,Market-average,Optimal,39,10-20,Fully covered,Market-aligned,High,Low,Very limited,Difficult,+10,+5,Replace only,0,1,26641.13
11-50,Mature,Tech,Growing_fast,5-10,Increasing,Market-average,Optimal,37,10-20,Fully covered,Market-aligned,High,High,Moderate,Difficult,+5,+3,Replace only,1,1,29166.69
1-10,Scaling,Services,Growing_fast,10-20,Declining,Market-average,Over-stretched,7,10-20,Significant gaps,Market-aligned,Sustainable,Low,Flexible,Easy,+20,+3,Replace only,0,1,4489.11
11-50,Scaling,Services,Growing_fast,5-10,Increasing,Market-average,Optimal,33,10-20,Fully covered,Market-aligned,Sustainable,Medium,Flexible,Difficult,0,+5,Net new hires,1,0,18379.24
51-200,Mature,Finance,Flat,5-10,Stable,Market-average,Under-utilised,115,>20,Fully covered,Above market,Unsustainable,Low,Flexible,Difficult,+10,+5,Net new hires,1,1,77173.05
11-50,Growth,Retail,Growing_slowly,10-20,Stable,Market-average,Under-utilised,44,<5,Some skill gaps,Market-aligned,High,High,Flexible,Moderate,0,+5,Net new hires,0,0,21446.42
1-10,Scaling,Tech,Growing_slowly,10-20,Declining,Market-average,Over-stretched,7,5-10,Some skill gaps,Below market,High,Low,Moderate,Difficult,+5,+5,Freeze,1,1,4167.95
51-200,Scaling,Retail,Flat,5-10,Increasing,Premium,Over-stretched,135,10-20,Some skill gaps,Above market,High,Medium,Moderate,Moderate,+5,0,Net new hires,1,0,114424.9
1-10,Scaling,Tech,Growing_fast,10-20,Declining,Low-cost,Optimal,7,<5,Some skill gaps,Below market,High,High,Very limited,Moderate,0,+3,Freeze,1,1,4722.8
51-200,Mature,Finance,Flat,5-10,Increasing,Low-cost,Under-utilised,150,5-10,Significant gaps,Above market,High,Low,Moderate,Easy,0,0,Replace only,0,1,108296.6
11-50,Scaling,Retail,Flat,>20,Stable,Low-cost,Optimal,28,10-20,Fully covered,Market-aligned,Sustainable,Medium,Moderate,Moderate,0,+10,Freeze,1,1,15799.27
51-200,Early-stage,Services,Growing_fast,10-20,Stable,Premium,Optimal,134,<5,Some skill gaps,Market-aligned,Sustainable,Medium,Moderate,Difficult,0,0,Replace only,0,0,81725.1
1-10,Early-stage,Retail,Flat,5-10,Increasing,Low-cost,Optimal,7,5-10,Significant gaps,Market-aligned,High,Medium,Moderate,Easy,+5,0,Replace only,1,1,6375.09
1-10,Mature,Other,Flat,5-10,Increasing,Low-cost,Under-utilised,10,10-20,Fully covered,Market-aligned,High,Low,Moderate,Moderate,-10,+10,Net new hires,1,1,6323.79
11-50,Mature,Finance,Flat,>20,Stable,Market-average,Optimal,38,<5,Significant gaps,Market-aligned,High,High,Flexible,Easy,+5,+3,Net new hires,1,0,22696.96
1-10,Mature,Services,Growing_slowly,>20,Stable,Market-average,Optimal,5,<5,Significant gaps,Market-aligned,High,High,Flexible,Moderate,0,0,Freeze,0,1,3831.78
1-10,Early-stage,Finance,Growing_fast,<5,Stable,Market-average,Over-stretched,6,10-20,Significant gaps,Market-aligned,High,Low,Moderate,Moderate,-10,0,Freeze,1,1,6041.97
51-200,Growth,Services,Declining,5-10,Stable,Premium,Under-utilised,132,10-20,Fully covered,Market-aligned,Sustainable,High,Very limited,Difficult,+5,+3,Freeze,1,0,66491.8
51-200,Scaling,Finance,Growing_slowly,5-10,Increasing,Low-cost,Over-stretched,131,5-10,Some skill gaps,Market-aligned,High,High,Flexible,Easy,0,+3,Replace only,0,1,81811.27
1-10,Scaling,Finance,Growing_slowly,>20,Stable,Market-average,Optimal,8,5-10,Some skill gaps,Market-aligned,Unsustainable,Medium,Moderate,Easy,+5,+5,Net new hires,1,1,4077.76
200+,Early-stage,Tech,Growing_slowly,>20,Stable,Market-average,Optimal,460,<5,Fully covered,Below market,High,Medium,Moderate,Easy,+10,0,Replace only,1,0,206655.72
51-200,Scaling,Tech,Growing_slowly,10-20,Increasing,Market-average,Over-stretched,114,10-20,Some skill gaps,Market-aligned,Unsustainable,Low,Flexible,Difficult,+10,+5,Replace only,0,0,111798.91
200+,Early-stage,Tech,Growing_fast,5-10,Stable,Premium,Optimal,523,<5,Fully covered,Market-aligned,Unsustainable,Medium,Moderate,Moderate,+5,0,Net new hires,1,1,365000.24
51-200,Growth,Tech,Flat,>20,Increasing,Market-average,Under-utilised,104,>20,Fully covered,Market-aligned,Sustainable,High,Moderate,Easy,+5,+10,Replace only,0,0,46219.59
51-200,Early-stage,Services,Flat,<5,Stable,Low-cost,Optimal,120,10-20,Significant gaps,Market-aligned,High,Medium,Moderate,Easy,+5,+5,Net new hires,0,1,91217.39
11-50,Early-stage,Tech,Growing_slowly,5-10,Declining,Low-cost,Over-stretched,31,<5,Significant gaps,Above market,High,Low,Moderate,Easy,0,+10,Replace only,1,0,27577.91
51-200,Early-stage,Retail,Flat,5-10,Stable,Low-cost,Optimal,107,10-20,Fully covered,Below market,High,Medium,Moderate,Moderate,0,0,Replace only,1,1,82651.29
200+,Mature,Tech,Growing_slowly,5-10,Stable,Premium,Optimal,419,>20,Fully covered,Market-aligned,High,Low,Moderate,Moderate,0,+10,Replace only,1,1,366847.81
1-10,Scaling,Tech,Declining,5-10,Increasing,Market-average,Optimal,7,>20,Some skill gaps,Market-aligned,Sustainable,Low,Moderate,Moderate,+20,+5,Freeze,1,1,3871.13
11-50,Mature,Retail,Declining,<5,Stable,Premium,Optimal,37,10-20,Fully covered,Below market,Sustainable,Low,Very limited,Moderate,-10,+3,Replace only,1,1,28880.84
1-10,Growth,Services,Growing_fast,<5,Declining,Low-cost,Optimal,6,<5,Some skill gaps,Market-aligned,Sustainable,Low,Flexible,Moderate,0,+10,Replace only,1,1,2438.99
200+,Growth,Services,Declining,10-20,Stable,Premium,Over-stretched,479,10-20,Some skill gaps,Market-aligned,Sustainable,Medium,Moderate,Moderate,0,+5,Replace only,1,0,266118.3
11-50,Growth,Finance,Growing_slowly,<5,Stable,Premium,Optimal,31,10-20,Fully covered,Below market,High,Medium,Moderate,Easy,-10,+10,Replace only,0,1,18959.41
51-200,Scaling,Other,Growing_slowly,5-10,Stable,Low-cost,Optimal,120,5-10,Some skill gaps,Market-aligned,Sustainable,Medium,Very limited,Moderate,0,+5,Replace only,1,0,59793.38
51-200,Growth,Retail,Declining,<5,Stable,Low-cost,Optimal,116,5-10,Fully covered,Above market,Sustainable,High,Moderate,Easy,+5,+10,Freeze,1,0,59205.77
200+,Scaling,Tech,Flat,5-10,Stable,Premium,Over-stretched,416,>20,Fully covered,Below market,High,Medium,Moderate,Moderate,+5,0,Net new hires,0,0,341365.34
1-10,Scaling,Tech,Flat,5-10,Increasing,Low-cost,Under-utilised,9,5-10,Some skill gaps,Market-aligned,High,Low,Moderate,Moderate,+10,0,Freeze,0,0,7142.73
51-200,Mature,Other,Growing_slowly,10-20,Stable,Market-average,Under-utilised,113,5-10,Fully covered,Below market,High,High,Very limited,Moderate,+5,+3,Freeze,1,0,70643.33
200+,Early-stage,Retail,Flat,5-10,Increasing,Premium,Optimal,497,5-10,Fully covered,Market-aligned,Sustainable,Low,Moderate,Moderate,+10,+5,Replace only,1,1,233958.07
1-10,Growth,Finance,Growing_slowly,5-10,Stable,Premium,Under-utilised,8,5-10,Some skill gaps,Market-aligned,Unsustainable,Medium,Flexible,Easy,+5,0,Freeze,1,1,5985.16
51-200,Early-stage,Retail,Flat,10-20,Increasing,Market-average,Under-utilised,115,5-10,Fully covered,Market-aligned,Sustainable,Low,Moderate,Difficult,0,+3,Replace only,1,1,79245.21
11-50,Early-stage,Tech,Declining,<5,Stable,Premium,Under-utilised,28,<5,Some skill gaps,Market-aligned,High,High,Moderate,Difficult,+10,0,Net new hires,0,1,19760.31
51-200,Scaling,Services,Declining,10-20,Stable,Market-average,Under-utilised,104,5-10,Some skill gaps,Market-aligned,Unsustainable,Medium,Moderate,Easy,+5,+10,Net new hires,1,0,80491.5
11-50,Growth,Finance,Flat,<5,Stable,Market-average,Optimal,41,<5,Fully covered,Market-aligned,Unsustainable,High,Moderate,Difficult,+10,+5,Replace only,1,0,27336.4
11-50,Scaling,Other,Flat,>20,Declining,Market-average,Under-utilised,37,5-10,Fully covered,Above market,High,High,Moderate,Moderate,-10,0,Freeze,1,0,19998.24
1-10,Early-stage,Tech,Growing_fast,<5,Stable,Market-average,Optimal,8,<5,Fully covered,Above market,Sustainable,High,Moderate,Moderate,0,0,Net new hires,1,0,2731.09
1-10,Mature,Retail,Declining,5-10,Stable,Market-average,Optimal,7,5-10,Some skill gaps,Market-aligned,High,Medium,Very limited,Moderate,0,+10,Net new hires,1,1,5356.29
1-10,Mature,Tech,Growing_slowly,10-20,Increasing,Market-average,Under-utilised,10,5-10,Fully covered,Below market,High,Medium,Very limited,Difficult,0,0,Freeze,0,1,5565.52
51-200,Growth,Other,Growing_slowly,5-10,Stable,Premium,Optimal,104,5-10,Significant gaps,Market-aligned,High,High,Moderate,Easy,+5,+3,Replace only,1,0,70564.35
11-50,Mature,Tech,Growing_slowly,10-20,Increasing,Market-average,Over-stretched,35,10-20,Fully covered,Above market,Sustainable,Low,Flexible,Moderate,+10,+10,Net new hires,1,0,21487.05
1-10,Early-stage,Finance,Growing_slowly,<5,Stable,Market-average,Optimal,8,5-10,Some skill gaps,Market-aligned,Unsustainable,High,Moderate,Difficult,+10,+10,Net new hires,1,1,4730.72
51-200,Scaling,Tech,Declining,5-10,Stable,Market-average,Optimal,96,10-20,Some skill gaps,Market-aligned,Unsustainable,Low,Moderate,Difficult,+10,0,Replace only,0,0,84497.89
51-200,Mature,Retail,Growing_slowly,>20,Stable,Market-average,Optimal,106,<5,Some skill gaps,Market-aligned,High,Medium,Flexible,Difficult,+10,+3,Replace only,1,1,57742.81
11-50,Scaling,Retail,Flat,>20,Declining,Market-average,Over-stretched,32,5-10,Some skill gaps,Market-aligned,Unsustainable,Medium,Moderate,Easy,+10,+10,Replace only,1,1,25288.19
200+,Scaling,Services,Growing_slowly,5-10,Increasing,Premium,Under-utilised,508,<5,Fully covered,Market-aligned,High,High,Moderate,Moderate,+5,0,Replace only,1,1,290485.97
11-50,Growth,Finance,Flat,5-10,Declining,Market-average,Under-utilised,32,5-10,Fully covered,Above market,Sustainable,Medium,Very limited,Moderate,+10,+5,Net new hires,0,0,8171.0
51-200,Scaling,Other,Growing_slowly,10-20,Increasing,Market-average,Over-stretched,94,10-20,Fully covered,Below market,High,Medium,Flexible,Easy,0,+5,Replace only,1,1,78651.17
1-10,Scaling,Other,Growing_slowly,10-20,Declining,Market-average,Under-utilised,6,10-20,Fully covered,Below market,High,Medium,Moderate,Easy,+20,0,Freeze,1,0,3984.21
51-200,Early-stage,Services,Growing_slowly,>20,Stable,Premium,Optimal,106,5-10,Some skill gaps,Market-aligned,High,Medium,Moderate,Difficult,+5,0,Replace only,1,1,67821.75
200+,Early-stage,Finance,Flat,10-20,Declining,Market-average,Under-utilised,349,5-10,Some skill gaps,Market-aligned,Sustainable,Low,Moderate,Easy,0,0,Net new hires,0,1,194530.58
51-200,Scaling,Retail,Growing_slowly,5-10,Increasing,Low-cost,Optimal,133,5-10,Some skill gaps,Market-aligned,High,Medium,Moderate,Moderate,+5,0,Net new hires,1,1,96563.88
11-50,Scaling,Retail,Growing_slowly,10-20,Stable,Market-average,Optimal,39,>20,Significant gaps,Below market,Sustainable,Medium,Moderate,Easy,+10,0,Freeze,1,1,32802.09
51-200,Growth,Services,Growing_slowly,5-10,Increasing,Market-average,Optimal,120,<5,Some skill gaps,Market-aligned,High,High,Moderate,Moderate,+5,0,Net new hires,0,0,86963.71
11-50,Mature,Retail,Flat,<5,Stable,Low-cost,Optimal,33,<5,Fully covered,Market-aligned,Unsustainable,High,Very limited,Difficult,0,+3,Freeze,0,0,14962.98
51-200,Scaling,Tech,Flat,10-20,Declining,Market-average,Under-utilised,133,<5,Fully covered,Market-aligned,Sustainable,Low,Moderate,Moderate,0,+10,Net new hires,1,1,60874.46
51-200,Growth,Services,Flat,10-20,Increasing,Market-average,Optimal,132,>20,Some skill gaps,Market-aligned,High,Low,Moderate,Difficult,+10,+10,Replace only,1,1,99944.14
200+,Growth,Tech,Growing_slowly,<5,Stable,Low-cost,Optimal,383,>20,Fully covered,Market-aligned,Sustainable,Medium,Very limited,Easy,+5,+5,Freeze,1,1,203184.34
11-50,Scaling,Tech,Flat,10-20,Increasing,Premium,Under-utilised,30,5-10,Fully covered,Market-aligned,High,Medium,Flexible,Moderate,0,+5,Freeze,0,0,18970.22
1-10,Scaling,Tech,Growing_slowly,5-10,Stable,Premium,Optimal,8,<5,Some skill gaps,Market-aligned,Unsustainable,Medium,Very limited,Easy,+10,0,Replace only,1,0,6749.94
11-50,Growth,Tech,Growing_slowly,<5,Increasing,Market-average,Optimal,36,10-20,Some skill gaps,Market-aligned,Sustainable,High,Moderate,Moderate,+5,+3,Replace only,1,1,18470.84
1-10,Growth,Finance,Growing_slowly,10-20,Declining,Low-cost,Optimal,8,5-10,Fully covered,Market-aligned,Sustainable,Low,Moderate,Difficult,0,+5,Freeze,0,1,5067.79
1-10,Scaling,Services,Growing_slowly,10-20,Increasing,Premium,Optimal,6,<5,Fully covered,Market-aligned,Unsustainable,High,Moderate,Moderate,0,+10,Net new hires,0,1,4646.61
11-50,Scaling,Tech,Growing_slowly,5-10,Declining,Market-average,Over-stretched,31,5-10,Fully covered,Above market,Sustainable,Low,Very limited,Easy,0,+3,Freeze,1,1,16512.13
51-200,Scaling,Finance,Growing_slowly,<5,Increasing,Premium,Optimal,128,5-10,Fully covered,Market-aligned,Sustainable,High,Flexible,Difficult,+5,+5,Net new hires,1,0,47387.43
1-10,Early-stage,Other,Flat,5-10,Stable,Low-cost,Under-utilised,7,5-10,Fully covered,Below market,High,Medium,Moderate,Moderate,+20,+10,Replace only,1,1,6060.31
1-10,Scaling,Other,Growing_fast,<5,Increasing,Low-cost,Over-stretched,6,10-20,Some skill gaps,Market-aligned,Sustainable,High,Moderate,Moderate,+20,+3,Replace only,0,0,4073.43
1-10,Growth,Finance,Growing_fast,>20,Increasing,Market-average,Under-utilised,7,10-20,Some skill gaps,Below market,Sustainable,Low,Very limited,Difficult,+5,+5,Replace only,1,0,4882.51
200+,Early-stage,Other,Growing_slowly,5-10,Increasing,Premium,Over-stretched,436,5-10,Fully covered,Market-aligned,High,Medium,Flexible,Difficult,0,+10,Replace only,1,1,280176.95
51-200,Scaling,Retail,Growing_fast,>20,Stable,Low-cost,Under-utilised,150,<5,Significant gaps,Below market,High,Low,Moderate,Moderate,-10,+5,Replace only,1,1,120049.98
1-10,Scaling,Other,Growing_fast,<5,Stable,Market-average,Optimal,6,<5,Some skill gaps,Below market,Sustainable,Medium,Moderate,Easy,+5,0,Net new hires,1,0,4117.36
1-10,Growth,Other,Growing_slowly,<5,Increasing,Market-average,Optimal,7,>20,Fully covered,Market-aligned,High,High,Very limited,Easy,+5,+10,Freeze,0,1,4791.81
11-50,Scaling,Services,Growing_slowly,5-10,Stable,Premium,Under-utilised,45,<5,Some skill gaps,Market-aligned,Sustainable,High,Moderate,Difficult,+5,+5,Replace only,0,0,16927.1
11-50,Growth,Other,Growing_slowly,10-20,Stable,Market-average,Optimal,29,5-10,Some skill gaps,Market-aligned,High,Medium,Moderate,Moderate,+20,0,Net new hires,1,1,22920.56
11-50,Early-stage,Finance,Flat,>20,Stable,Premium,Optimal,38,<5,Some skill gaps,Below market,Unsustainable,Low,Very limited,Difficult,0,+10,Replace only,0,1,27268.83
11-50,Growth,Finance,Declining,5-10,Stable,Market-average,Optimal,31,<5,Fully covered,Below market,High,High,Moderate,Difficult,0,0,Freeze,0,1,17840.9
200+,Growth,Other,Growing_slowly,5-10,Stable,Premium,Over-stretched,477,5-10,Some skill gaps,Below market,High,Medium,Flexible,Difficult,+5,+10,Freeze,1,0,361010.92
11-50,Scaling,Services,Growing_slowly,<5,Increasing,Market-average,Optimal,47,<5,Fully covered,Market-aligned,High,Medium,Moderate,Moderate,0,+5,Replace only,1,1,24090.68
51-200,Scaling,Services,Flat,5-10,Declining,Low-cost,Optimal,134,10-20,Fully covered,Below market,High,Low,Moderate,Moderate,0,0,Net new hires,0,1,108261.6
1-10,Scaling,Retail,Growing_slowly,5-10,Stable,Market-average,Optimal,8,5-10,Some skill gaps,Market-aligned,High,High,Moderate,Easy,+5,+5,Replace only,1,0,5667.66
200+,Early-stage,Finance,Growing_slowly,>20,Increasing,Market-average,Under-utilised,385,10-20,Some skill gaps,Market-aligned,Sustainable,Medium,Flexible,Easy,-10,0,Replace only,1,1,216636.03
200+,Growth,Other,Growing_slowly,5-10,Stable,Market-average,Over-stretched,438,10-20,Some skill gaps,Below market,High,Medium,Moderate,Moderate,0,+10,Replace only,0,1,359252.51
51-200,Early-stage,Other,Flat,10-20,Increasing,Market-average,Optimal,109,5-10,Fully covered,Market-aligned,Sustainable,Low,Very limited,Moderate,+20,+3,Net new hires,1,0,48315.31
11-50,Scaling,Finance,Growing_slowly,10-20,Stable,Market-average,Optimal,27,10-20,Fully covered,Market-aligned,Unsustainable,Medium,Moderate,Easy,+5,+3,Net new hires,0,1,23189.71
1-10,Early-stage,Other,Flat,<5,Stable,Premium,Optimal,5,>20,Significant gaps,Market-aligned,High,Low,Moderate,Moderate,0,+10,Replace only,0,0,4208.54
51-200,Growth,Tech,Flat,5-10,Stable,Market-average,Optimal,105,<5,Some skill gaps,Market-aligned,Sustainable,High,Very limited,Moderate,+10,0,Freeze,1,1,62090.33
51-200,Scaling,Other,Declining,>20,Stable,Premium,Under-utilised,119,10-20,Some skill gaps,Market-aligned,Sustainable,Medium,Flexible,Moderate,0,+3,Replace only,0,1,68386.41
1-10,Scaling,Tech,Declining,5-10,Increasing,Market-average,Under-utilised,9,10-20,Fully covered,Market-aligned,Unsustainable,High,Very limited,Moderate,0,+5,Replace only,1,0,7291.25
11-50,Growth,Retail,Flat,5-10,Declining,Low-cost,Optimal,31,10-20,Significant gaps,Above market,Sustainable,Medium,Moderate,Moderate,+20,0,Replace only,0,0,21537.43
11-50,Growth,Tech,Growing_slowly,>20,Stable,Low-cost,Optimal,36,<5,Fully covered,Market-aligned,High,Medium,Moderate,Moderate,+10,0,Replace only,1,0,24042.2
51-200,Scaling,Retail,Flat,<5,Declining,Market-average,Under-utilised,89,<5,Fully covered,Market-aligned,High,Medium,Moderate,Moderate,0,+3,Freeze,0,0,57184.95
51-200,Growth,Services,Flat,>20,Stable,Low-cost,Optimal,105,5-10,Some skill gaps,Market-aligned,Unsustainable,High,Very limited,Moderate,+5,0,Freeze,0,0,83547.04
51-200,Early-stage,Tech,Growing_fast,5-10,Increasing,Market-average,Optimal,75,<5,Fully covered,Above market,Sustainable,Medium,Moderate,Moderate,+5,+3,Net new hires,1,0,23723.02
51-200,Mature,Retail,Growing_slowly,5-10,Declining,Market-average,Optimal,160,5-10,Some skill gaps,Below market,High,Medium,Moderate,Easy,+10,+3,Replace only,1,1,126602.73
11-50,Growth,Finance,Growing_fast,5-10,Stable,Market-average,Over-stretched,36,>20,Some skill gaps,Market-aligned,Sustainable,Medium,Flexible,Difficult,+5,0,Replace only,1,0,27973.4
11-50,Growth,Tech,Growing_slowly,5-10,Stable,Premium,Optimal,35,5-10,Significant gaps,Market-aligned,Unsustainable,Medium,Very limited,Difficult,+5,0,Net new hires,1,1,26585.42
1-10,Early-stage,Retail,Declining,<5,Increasing,Premium,Under-utilised,8,5-10,Fully covered,Market-aligned,Sustainable,High,Very limited,Easy,0,0,Net new hires,1,1,4695.24
51-200,Growth,Tech,Growing_fast,<5,Declining,Market-average,Over-stretched,165,5-10,Fully covered,Market-aligned,High,Low,Flexible,Moderate,0,0,Net new hires,0,0,114690.31
11-50,Growth,Tech,Growing_fast,5-10,Stable,Low-cost,Optimal,32,5-10,Some skill gaps,Market-aligned,High,Medium,Moderate,Difficult,-10,+5,Replace only,1,0,20931.79
11-50,Growth,Tech,Growing_slowly,5-10,Increasing,Low-cost,Optimal,29,10-20,Some skill gaps,Market-aligned,Unsustainable,Medium,Moderate,Moderate,+5,0,Replace only,0,1,25404.62
